,Skill,Domain,Sub-Domain
31458,Ethernet,information-technology,security
31466,Event Management,information-technology,security
31467,Disaster,information-technology,security
31472,Strategy,information-technology,security
31474,Big Data,information-technology,security
31479,Information Privacy,information-technology,security
31482,Data Governance,information-technology,security
31483,Digital Identity,information-technology,security
31485,Credential,information-technology,security
31488,Awareness,information-technology,security
31489,Password Management,information-technology,security
31490,Identity Management,information-technology,security
31493,Telnet,information-technology,security
31494,Wireshark,information-technology,security
31495,Https,information-technology,security
31496,Shared Secret,information-technology,security
31500,Plaintext,information-technology,security
31502,Key (Cryptography),information-technology,security
31504,Resource,information-technology,security
31505,Virtual Private Networks,information-technology,security
31506,Enterprise Information System,information-technology,security
31509,Architecture,information-technology,security
31511,Display Devices,information-technology,security
31512,Internality,information-technology,security
31513,High Availability,information-technology,security
31514,Data Transmission,information-technology,security
31515,Java Annotation,information-technology,security
31516,Command-Line Interface,information-technology,security
31517,.Properties,information-technology,security
31518,Cabling,information-technology,security
31520,"Maintenance, Repair, And Operations",information-technology,security
31521,Interfaces,information-technology,security
31522,Telecommunications Network,information-technology,security
31524,Personal Advertisement,information-technology,security
31525,Smart Device,information-technology,security
31528,Law,information-technology,security
31529,Personally Identifiable Information,information-technology,security
31531,Data Protection,information-technology,security
31533,Side-Channel Attack,information-technology,security
31538,Quantum Key Distribution,information-technology,security
31539,Heuristic,information-technology,security
31540,Permutations,information-technology,security
31542,Tailored Access Operations,information-technology,security
31543,Change Management,information-technology,security
31548,Audit Risk,information-technology,security
31549,Risk Management,information-technology,security
31553,Attention,information-technology,security
31555,Health And Social Care,information-technology,security
31556,Nursing,information-technology,security
31557,General Data Protection Regulation,information-technology,security
31563,Social Engineering (Security),information-technology,security
31566,Internet Security,information-technology,security
31571,Computer Engineering,information-technology,security
31575,Data Centers,information-technology,security
31577,Fabric Computing,information-technology,security
31579,Cyberattacks,information-technology,security
31580,Security Modes,information-technology,security
31583,Component-Based Software Engineering,information-technology,security
31584,Default Gateway,information-technology,security
31585,Networking Standards,information-technology,security
31586,Topology,information-technology,security
31587,Ipv4,information-technology,security
31589,Communication,information-technology,security
31590,Network Model,information-technology,security
31592,Networking Hardware,information-technology,security
31594,Troubleshooting,information-technology,security
31595,Computer Appliance,information-technology,security
31600,Network Appliances,information-technology,security
31601,Scalability,information-technology,security
31602,Evaluation,information-technology,security
31608,Systems Design,information-technology,security
31609,Symmetric-Key Algorithm,information-technology,security
31611,Network Access Control,information-technology,security
31616,Assistive Technology,information-technology,security
31617,Malware Analysis,information-technology,security
31618,Customer Support,information-technology,security
31620,Malware Research,information-technology,security
31654,Bittorrent Protocol Encryption,information-technology,security
31656,Private Network,information-technology,security
31657,Ip Address,information-technology,security
31659,Security Software,information-technology,security
31663,Extensible Authentication Protocol,information-technology,security
31668,Extensibility,information-technology,security
31669,Vulnerability Scanner,information-technology,security
31673,Python Syntax And Semantics,information-technology,support-and-operations
31674,Syntax,information-technology,support-and-operations
31675,Problem Solving,information-technology,support-and-operations
31676,Semantics,information-technology,support-and-operations
31677,Computer Programming,information-technology,support-and-operations
31678,Python Programming,information-technology,support-and-operations
31679,Data Structures,information-technology,support-and-operations
31680,Data Type,information-technology,support-and-operations
31681,Programming Style,information-technology,support-and-operations
31682,List Comprehension,information-technology,support-and-operations
31683,Regular Expression,information-technology,support-and-operations
31684,Test Automation,information-technology,support-and-operations
31685,Unix,information-technology,support-and-operations
31686,Bash (Unix Shell),information-technology,support-and-operations
31688,File System,information-technology,support-and-operations
31689,Unit Testing,information-technology,support-and-operations
31690,Command-Line Interface,information-technology,support-and-operations
31691,Unix Shells,information-technology,support-and-operations
31693,Software,information-technology,support-and-operations
31694,Pc Hardware,information-technology,support-and-operations
31695,Software Installation,information-technology,support-and-operations
31696,Customer Support,information-technology,support-and-operations
31697,Technical Support,information-technology,support-and-operations
31698,Troubleshooting,information-technology,support-and-operations
31699,Networking Hardware,information-technology,support-and-operations
31700,Operating Systems,information-technology,support-and-operations
31701,Internet,information-technology,support-and-operations
31702,Binary Code,information-technology,support-and-operations
31704,File System Permissions,information-technology,support-and-operations
31706,Powershell,information-technology,support-and-operations
31707,Java Annotation,information-technology,support-and-operations
31708,Process,information-technology,support-and-operations
31709,Leadership And Management,information-technology,support-and-operations
31710,Interfaces,information-technology,support-and-operations
31712,Linux File Systems,information-technology,support-and-operations
31713,Lightweight,information-technology,support-and-operations
31714,Backup,information-technology,support-and-operations
31715,Directory Services,information-technology,support-and-operations
31716,Planning,information-technology,support-and-operations
31717,Directory Access Protocol,information-technology,support-and-operations
31718,Lightweight Directory Access Protocol,information-technology,support-and-operations
31719,Cloud Computing,information-technology,support-and-operations
31720,Infrastructure As A Service,information-technology,support-and-operations
31721,Server Systems,information-technology,support-and-operations
31722,Disaster,information-technology,support-and-operations
31723,Application Layer,information-technology,support-and-operations
31724,Mainframe,information-technology,support-and-operations
31725,System Programming,information-technology,support-and-operations
31726,Cobol,information-technology,support-and-operations
31727,Ibm Parallel Sysplex,information-technology,support-and-operations
31728,Shell (Computing),information-technology,support-and-operations
31731,Microsoft Rpc,information-technology,support-and-operations
31732,C/Al,information-technology,support-and-operations
31733,Investment,information-technology,support-and-operations
31734,Risk Management,information-technology,support-and-operations
31736,Strategy,information-technology,support-and-operations
31737,Risk,information-technology,support-and-operations
31738,Change Management,information-technology,support-and-operations
31739,Sap Erp,information-technology,support-and-operations
31740,Investment Decisions,information-technology,support-and-operations
31741,Adoption,information-technology,support-and-operations
31742,Project Management Information System,information-technology,support-and-operations
31743,Enterprise System,information-technology,support-and-operations
31745,Enterprise Resource Planning,information-technology,support-and-operations
31747,Erp Software,information-technology,support-and-operations
31749,Resource Planning,information-technology,support-and-operations
31751,Resource,information-technology,support-and-operations
31753,Quantum Gates,information-technology,support-and-operations
31754,Quantum Algorithms,information-technology,support-and-operations
31755,Algorithms,information-technology,support-and-operations
31756,Tailored Access Operations,information-technology,support-and-operations
31757,Quantum Computing,information-technology,support-and-operations
31758,Integer Factorization,information-technology,support-and-operations
31759,Quantum Information,information-technology,support-and-operations
31760,Mathematical Model,information-technology,support-and-operations
31761,Modeling,information-technology,support-and-operations
31762,Quantum Programming,information-technology,support-and-operations
31763,Failure,information-technology,support-and-operations
31764,Web,information-technology,support-and-operations
31765,Flask,information-technology,support-and-operations
31767,Regression,information-technology,support-and-operations
31769,Jpeg,information-technology,support-and-operations
31770,Hypervisor,information-technology,support-and-operations
31771,Relative Change And Difference,information-technology,support-and-operations
31772,Web Application,information-technology,support-and-operations
31773,Instructional Design,information-technology,support-and-operations
31774,Evaluation,information-technology,support-and-operations
31775,Multimedia,information-technology,support-and-operations
31776,Electronics,information-technology,support-and-operations
31777,Html,information-technology,support-and-operations
31778,Web Accessibility,information-technology,support-and-operations
31779,Assistive Technology,information-technology,support-and-operations
31780,Document Design,information-technology,support-and-operations
31781,Portable Document Format,information-technology,support-and-operations
31782,Probability Density Function,information-technology,support-and-operations
31783,Merge Window,information-technology,support-and-operations
31784,Git (Software),information-technology,support-and-operations
31785,Software Engineering,information-technology,support-and-operations
31786,Php,information-technology,support-and-operations
31787,Java Programming,information-technology,support-and-operations
31788,Video Game Development,information-technology,support-and-operations
31789,C Standard Library,information-technology,support-and-operations
31790,Differential Forms,information-technology,support-and-operations
31791,Github,information-technology,support-and-operations
31793,Editing,information-technology,support-and-operations
31794,Divergence (Computer Science),information-technology,support-and-operations
31795,Superuser,information-technology,support-and-operations
31798,Load (Computing),information-technology,support-and-operations
31799,User (Computing),information-technology,support-and-operations
31800,Patch (Computing),information-technology,support-and-operations
31801,Open Source,information-technology,support-and-operations
31802,Matching,information-technology,support-and-operations
31806,Computer Networking,information-technology,support-and-operations
31808,Linux Console,information-technology,support-and-operations
31810,Linux Drivers,information-technology,support-and-operations
31811,Windowing Systems,information-technology,support-and-operations
31813,Time Management,information-technology,support-and-operations
31817,Active Listening,information-technology,support-and-operations
31818,Process Management,information-technology,support-and-operations
31819,Customer Service,information-technology,support-and-operations
31820,Communication,information-technology,support-and-operations
31821,Customer Engagement,information-technology,support-and-operations
31823,C++,information-technology,support-and-operations
31824,Deployment Environment,information-technology,support-and-operations
31825,Kubernetes,information-technology,support-and-operations
31827,Project,information-technology,support-and-operations
31828,Web Development,information-technology,support-and-operations
31829,C Process Control,information-technology,support-and-operations
31831,Servlets,information-technology,support-and-operations
31837,User Identifier,information-technology,support-and-operations
31838,Chgrp,information-technology,support-and-operations
31839,Directory Traversal Attack,information-technology,support-and-operations
31840,Directory Structure,information-technology,support-and-operations
31841,Registered User,information-technology,support-and-operations
31845,System V,information-technology,support-and-operations
31846,Text Editors,information-technology,support-and-operations
31847,"Cut, Copy, And Paste",information-technology,support-and-operations
31848,Documents,information-technology,support-and-operations
31849,Cleaning,information-technology,support-and-operations
31850,Standard Score,information-technology,support-and-operations
31856,Virtual Machine,information-technology,support-and-operations
31861,Internet Protocol,information-technology,support-and-operations
31866,Chown,information-technology,support-and-operations
31867,Windows Shell,information-technology,support-and-operations
31871,Cmos,information-technology,support-and-operations
31872,Command (Computing),information-technology,support-and-operations
31875,Private Server,information-technology,support-and-operations
31877,Cloud Computing Security,information-technology,support-and-operations
31880,Virtual Private Server,information-technology,support-and-operations
31881,Domain Name System,information-technology,support-and-operations
31883,Performance Measurement,information-technology,support-and-operations
31884,Software As A Service,information-technology,support-and-operations
31885,Performance Management,information-technology,support-and-operations
31886,Debugging,information-technology,support-and-operations
31887,Business Transaction Management,information-technology,support-and-operations
31889,Metadata,information-technology,support-and-operations
31890,Sink,information-technology,support-and-operations
31891,Software Bug,information-technology,support-and-operations
31892,Operations Management,information-technology,support-and-operations
31894,Network Documentation,information-technology,support-and-operations
31895,File Shortcut,information-technology,support-and-operations
31896,Remote Desktop Protocols,information-technology,support-and-operations
31898,Com File,information-technology,support-and-operations
31900,Software Testing,information-technology,support-and-operations
31903,Management Process,information-technology,support-and-operations
31906,Integration Testing,information-technology,support-and-operations
31909,Javascript,information-technology,support-and-operations
31911,Dr-Dos,information-technology,support-and-operations
31913,Databases,information-technology,support-and-operations
31914,File Transfer Protocol,information-technology,support-and-operations
31918,Dynamic Host Configuration Protocol,information-technology,support-and-operations
31919,Rsync,information-technology,support-and-operations
31920,Trivial File Transfer Protocol,information-technology,support-and-operations
31923,Perfect Tenses,language-learning,learning-english
31924,Grammar,language-learning,learning-english
31925,Compounding,language-learning,learning-english
31926,Language,language-learning,learning-english
31927,English Language,language-learning,learning-english
31928,English Grammar,language-learning,learning-english
31929,Writing,language-learning,learning-english
31930,Punctuation,language-learning,learning-english
31931,Essay Writing,language-learning,learning-english
31932,Academic Writing,language-learning,learning-english
31933,Creative Writing,language-learning,learning-english
31935,Documents,language-learning,learning-english
31938,Quotation,language-learning,learning-english
31941,Sources,language-learning,learning-english
31948,Gratitude,language-learning,learning-english
31949,Rewriting,language-learning,learning-english
31950,I-Deas,language-learning,learning-english
31951,Psychology,language-learning,learning-english
31953,Lesson Plan,language-learning,learning-english
31955,Teaching,language-learning,learning-english
31959,Strategy,language-learning,learning-english
31961,Human Learning,language-learning,learning-english
31962,Planning,language-learning,learning-english
31965,Education,language-learning,learning-english
31969,Speech,language-learning,learning-english
31970,Listening,language-learning,learning-english
31976,Instructional Design,language-learning,learning-english
31979,Digital Native,language-learning,learning-english
31980,Learning Management System,language-learning,learning-english
31981,Training,language-learning,learning-english
31982,Teaching Method,language-learning,learning-english
31983,Peer Review,language-learning,learning-english
31989,Linguistics,language-learning,learning-english
31992,Film,language-learning,learning-english
31994,Leadership And Management,language-learning,learning-english
31995,Communication,language-learning,learning-english
31996,Business Communication,language-learning,learning-english
31997,Leadership,language-learning,learning-english
31998,Email,language-learning,learning-english
32001,Email Writing,language-learning,learning-english
32002,Coaching,language-learning,learning-english
32004,Finance,language-learning,learning-english
32005,Negotiation,language-learning,learning-english
32007,Win-Win Game,language-learning,learning-english
32010,Economics,language-learning,learning-english
32013,Sales Presentation,language-learning,learning-english
32015,Sales,language-learning,learning-english
32016,Marketing,language-learning,learning-english
32019,Sales Strategy,language-learning,learning-english
32021,Presentation,language-learning,learning-english
32023,Collaboration,language-learning,learning-english
32025,Corporate Executives,language-learning,learning-english
32026,Business Analytics,language-learning,learning-english
32028,Professional Development,language-learning,learning-english
32029,Evaluation,language-learning,learning-english
32030,Market Analysis,language-learning,learning-english
32031,Ceo Succession,language-learning,learning-english
32032,Chief Operating Officer,language-learning,learning-english
32036,Social Networking,language-learning,learning-english
32037,Social Network,language-learning,learning-english
32038,Business Writing,language-learning,learning-english
32047,Project Management Professional,language-learning,learning-english
32058,Organizing (Management),language-learning,learning-english
32059,Email Marketing,language-learning,learning-english
32060,A/Rose,language-learning,learning-english
32061,Receiving,language-learning,learning-english
32064,Business Presentations,language-learning,learning-english
32068,Public Speaking,language-learning,learning-english
32074,Project,language-learning,learning-english
32076,Business Plan,language-learning,learning-english
32077,Lecture,language-learning,learning-english
32090,Business Case,language-learning,learning-english
32091,Analysis,language-learning,learning-english
32101,Audience,language-learning,learning-english
32105,Corporate Jargon,language-learning,learning-english
32106,Interview,language-learning,learning-english
32116,Intercultural Communication,language-learning,learning-english
32117,Cross-Cultural Communication,language-learning,learning-english
32118,Culture,language-learning,learning-english
32120,Ethics,language-learning,learning-english
32121,International Communication,language-learning,learning-english
32124,Recommender Systems,language-learning,learning-english
32127,Design Effect,language-learning,learning-english
32133,Scientific Writing,language-learning,learning-english
32134,Corpus Linguistics,language-learning,learning-english
32136,Logical Relations,language-learning,learning-english
32137,Pragmatics,language-learning,learning-english
32143,Elbow,language-learning,learning-english
32144,Scientific Communication,language-learning,learning-english
32150,Hedge (Finance),language-learning,learning-english
32152,Journaling File System,language-learning,learning-english
32153,Project Plan,language-learning,learning-english
32155,Proposal Writing,language-learning,learning-english
32158,Funds,language-learning,learning-english
32159,Expense,language-learning,learning-english
32160,R&D Management,language-learning,learning-english
32161,Project Planning,language-learning,learning-english
32162,Budget,language-learning,learning-english
32163,Laboratory Research,language-learning,learning-english
32166,Primary Research,language-learning,learning-english
32168,Medical Writing,language-learning,learning-english
32170,Report Writing,language-learning,learning-english
32171,Technical Communication,language-learning,learning-english
32190,Elevator Pitch,language-learning,learning-english
32191,Stress,language-learning,learning-english
32192,Confidence,language-learning,learning-english
32196,Linkedin,language-learning,learning-english
32200,Customer Service,language-learning,learning-english
32204,Japanese Language,language-learning,learning-english
32223,Numbers (Spreadsheet),language-learning,learning-english
32228,Cost,language-learning,learning-english
32229,Financing Cost,language-learning,learning-english
32230,Economy,language-learning,learning-english
32234,Marketing Strategy,language-learning,learning-english
32245,Opinion,language-learning,learning-english
32246,Denominación De Origen,language-learning,learning-english
32247,Influencing,language-learning,learning-english
32253,Persuasive Technology,language-learning,learning-english
32254,Career,language-learning,learning-english
32255,Technology Strategy,language-learning,learning-english
32257,Experience,language-learning,learning-english
32258,Self-Assessment,language-learning,learning-english
32260,Show Me!,language-learning,learning-english
32261,Canned Response,language-learning,learning-english
32262,Employment,language-learning,learning-english
32263,Quantum Information,language-learning,learning-english
32264,Softening,language-learning,learning-english
32265,Personality,language-learning,learning-english
32266,Personal Advertisement,language-learning,learning-english
32269,Image Resolution,language-learning,learning-english
32270,Salary,language-learning,learning-english
32271,Phone-In,language-learning,learning-english
32273,Eating,language-learning,learning-english
32274,Mother,language-learning,learning-english
32276,Coping With,language-learning,learning-english
32279,Family,language-learning,learning-english
32283,Comfort,language-learning,learning-english
32286,Dream,language-learning,learning-english
32287,Tutor,language-learning,learning-english
32289,Mental Health,language-learning,learning-english
32290,Emotion,language-learning,learning-english
32301,Translation,language-learning,learning-english
32303,3D Printing,language-learning,learning-english
32304,Psychologies,language-learning,learning-english
32308,Harmony,language-learning,learning-english
32311,Art,language-learning,learning-english
32313,Note Taking,language-learning,learning-english
32314,Write-Off,language-learning,learning-english
32316,Paralanguage,language-learning,learning-english
32325,Persuasive Writing,language-learning,learning-english
32328,Poster,language-learning,learning-english
32331,Hooking,language-learning,learning-english
32332,Nonverbal Communication,language-learning,learning-english
32335,College,language-learning,learning-english
32336,Framing,language-learning,learning-english
32337,Elaboration,language-learning,learning-english
32341,Critical Thinking,language-learning,learning-english
32343,Language Learning,language-learning,learning-english
32344,Discipline (Academia),language-learning,learning-english
32346,Visual Communication,language-learning,learning-english
32348,Thought,language-learning,learning-english
32349,Choice,language-learning,learning-english
32350,Editing,language-learning,learning-english
32352,Compiler,language-learning,learning-english
32376,Video Editing,language-learning,learning-english
32389,U.S. Securities And Exchange Commission,language-learning,learning-english
32401,Korean Language,language-learning,learning-english
32406,Adjective,language-learning,learning-english
32409,Apposition,language-learning,learning-english
32411,Social Psychology,language-learning,learning-english
32413,Tput,language-learning,learning-english
32421,Collocation,language-learning,learning-english
32428,Process,language-learning,learning-english
32436,Art Therapy,language-learning,learning-english
32437,Orthography,language-learning,learning-english
32438,Proofreading,language-learning,learning-english
32446,Sound,language-learning,learning-english
32447,Phonetics,language-learning,learning-english
32454,Interpreting Notes,language-learning,learning-english
32458,Translation Studies,language-learning,learning-english
32459,Chinese Language,language-learning,learning-english
32460,Ordered Pair,language-learning,learning-english
32464,Certainty,language-learning,learning-english
32469,Anxiety,language-learning,learning-english
32471,Public Lecture,language-learning,learning-english
32472,Rethinking,language-learning,learning-english
32473,Smalltalk,language-learning,learning-english
32476,Comprehension Approach,language-learning,learning-english
32477,Autodesk Revit Architecture,language-learning,learning-english
32479,Style Guide,language-learning,learning-english
32484,Translation Memory,language-learning,learning-english
32485,Principle,language-learning,learning-english
32486,Computer-Assisted Translation,language-learning,learning-english
32488,Booking,language-learning,learning-english
32490,Lexico,language-learning,learning-english
32491,Lingoes,language-learning,learning-english
32492,Language Industry,language-learning,learning-english
32493,Deaf Culture,language-learning,learning-english
32494,Language Acquisition,language-learning,learning-english
32497,Deaf Education,language-learning,learning-english
32498,Deafness,language-learning,learning-english
32499,Audism,language-learning,learning-english
32500,Audiology,language-learning,learning-english
32501,American Sign Language,language-learning,learning-english
32502,Sign Language,language-learning,learning-english
32510,Homework,language-learning,learning-english
32511,Secondary Source,language-learning,learning-english
32513,Objective-C,language-learning,learning-english
32516,Learning How To Learn,language-learning,learning-english
32517,Shrdlu,language-learning,learning-english
32519,Microphone,language-learning,learning-english
32520,C++,language-learning,learning-english
32522,Video Conferencing,language-learning,learning-english
32523,Blend Modes,language-learning,learning-english
32524,Affordance,language-learning,learning-english
32526,Interpretive Discussion,language-learning,learning-english
32527,Social Presence Theory,language-learning,learning-english
32530,Inquiry,language-learning,learning-english
32531,Online Research Methods,language-learning,learning-english
32539,Sociolinguistics,language-learning,learning-english
32540,Preview,language-learning,learning-english
32541,Belief,language-learning,learning-english
32542,Transliteration,language-learning,learning-english
32544,Father,language-learning,learning-english
32547,Relative Change And Difference,language-learning,learning-english
32548,Calibration,language-learning,learning-english
32551,Accuracy And Precision,language-learning,learning-english
32567,Online Interview,language-learning,learning-english
32573,Search Engine Optimization,language-learning,learning-english
32575,Text Corpus,language-learning,learning-english
32577,Big Data,language-learning,learning-english
32579,Quantum Computing,language-learning,learning-english
32580,Entry Point,language-learning,learning-english
32582,Privacy,language-learning,learning-english
32585,General Statistics,language-learning,learning-english
32587,Average,language-learning,learning-english
32588,Wharton Fintech,language-learning,learning-english
32589,Law,language-learning,learning-english
32590,A Guide To The Business Analysis Body Of Knowledge,language-learning,learning-english
32591,Fintech,language-learning,learning-english
32594,Main Lesson,language-learning,learning-english
32596,Object Lesson,language-learning,learning-english
32600,Phone Sales,language-learning,learning-english
32603,Course Development,language-learning,learning-english
32606,Neuro-Linguistic Programming,language-learning,learning-english
32611,Applied Linguistics,language-learning,learning-english
32612,Bible,language-learning,learning-english
32617,Facilitation,language-learning,learning-english
32622,Pedagogy,language-learning,learning-english
32626,Parenting,language-learning,learning-english
32633,Case Study,language-learning,learning-english
32642,Game Theory,language-learning,learning-english
32643,Law And Management,language-learning,learning-english
32648,Intuition,language-learning,learning-english
32651,Computational Linguistics,language-learning,learning-english
32652,Sql,language-learning,learning-english
32653,Euler'S Totient Function,language-learning,learning-english
32654,Natural Language Processing,language-learning,learning-english
32655,Office Management,language-learning,learning-english
32664,Vision Statement,language-learning,learning-english
32666,E-Commerce,language-learning,learning-english
32667,B2B Marketing,language-learning,learning-english
32668,Accounting,language-learning,learning-english
32669,B2B E-Commerce,language-learning,learning-english
32671,Digital Marketing,language-learning,learning-english
32675,Medical Social Work,language-learning,learning-english
32681,Utility,language-learning,learning-english
32685,Natural Language Understanding,language-learning,learning-english
32686,Middle East,language-learning,learning-english
32687,Loaded Language,language-learning,learning-english
32688,Context (Language Use),language-learning,learning-english
32689,Foreign Language Anxiety,language-learning,learning-english
32690,Representation (Arts),language-learning,learning-english
32691,Natural Language,language-learning,learning-english
32692,Language Deprivation,language-learning,learning-english
32693,Superiority Complex,language-learning,learning-english
32695,Must,language-learning,learning-english
32696,Effective Method,language-learning,learning-english
32697,Assistant Teacher,language-learning,learning-english
32701,Student'S T-Distribution,language-learning,learning-english
32706,Resource,language-learning,learning-english
32709,H.E.A.R.,language-learning,learning-english
32711,Peering,language-learning,learning-english
32715,Causality,language-learning,learning-english
32721,Formal Grammar,language-learning,learning-english
32726,Clicker Training,language-learning,learning-english
32730,Hanyu Shuiping Kaoshi,language-learning,learning-english
32732,Methodology,language-learning,learning-english
32734,Pre-Assessment,language-learning,learning-english
32776,Humming,language-learning,learning-english
32778,Zoo,language-learning,learning-english
32784,Voting,language-learning,learning-english
32786,Flow Network,language-learning,learning-english
32787,Mouth,language-learning,learning-english
32793,.Bit,language-learning,learning-english
32797,Music,language-learning,learning-english
32798,Combine,language-learning,learning-english
32805,Modeling,language-learning,learning-english
32806,Interest,language-learning,learning-english
32809,Perception,language-learning,learning-english
32811,Self-Reflection,language-learning,learning-english
32816,Office Administration,language-learning,learning-english
32817,Environmental Resource Management,language-learning,learning-english
32821,Cooking,language-learning,learning-english
32822,Management Training,language-learning,learning-english
32823,Administrative Support,language-learning,learning-english
32826,Topgrading,language-learning,learning-english
32828,Forward-Looking Statement,language-learning,learning-english
32829,Going Concern,language-learning,learning-english
32830,Getting Things Done,language-learning,learning-english
32831,Keep Calm And Carry On,language-learning,learning-english
32836,Word-Of-Mouth Marketing,language-learning,learning-english
32837,Marketing Buzz,language-learning,learning-english
32838,Advertising Techniques,language-learning,learning-english
32839,Copywriting,language-learning,learning-english
32840,Top-Of-Mind Awareness,language-learning,learning-english
32841,Promotion (Marketing),language-learning,learning-english
32844,Creative Brief,language-learning,learning-english
32845,Marketing Calendar,language-learning,learning-english
32846,Executive Development,language-learning,learning-english
32847,Product Management,language-learning,learning-english
32848,Executive Sponsor,language-learning,learning-english
32852,Chief Product Officer,language-learning,learning-english
32853,Capgemini,language-learning,learning-english
32854,Corporate Title,language-learning,learning-english
32855,Chinese Language,language-learning,other-languages
32856,Ordered Pair,language-learning,other-languages
32857,Language,language-learning,other-languages
32858,Cabeza,language-learning,other-languages
32859,Utility,language-learning,other-languages
32860,Persona (User Experience),language-learning,other-languages
32861,Experience,language-learning,other-languages
32862,User Experience,language-learning,other-languages
32863,Yottabyte,language-learning,other-languages
32864,Communication,language-learning,other-languages
32867,Gratitude,language-learning,other-languages
32870,Gustave Le Bon,language-learning,other-languages
32873,Xml Interface For Network Services,language-learning,other-languages
32874,Online Shopping,language-learning,other-languages
32875,Hanyu Shuiping Kaoshi,language-learning,other-languages
32876,Writing,language-learning,other-languages
32877,Japanese Language,language-learning,other-languages
32878,Grammar,language-learning,other-languages
32879,Speech,language-learning,other-languages
32881,Listening,language-learning,other-languages
32885,Opinion,language-learning,other-languages
32886,Shopping,language-learning,other-languages
32888,Augmented Assignment,language-learning,other-languages
32892,Trigonometric Integral,language-learning,other-languages
32895,Aunt,language-learning,other-languages
32896,Pandas,language-learning,other-languages
32897,Comfort,language-learning,other-languages
32903,Test Strategy,language-learning,other-languages
32907,Strategy,language-learning,other-languages
32908,Reason,language-learning,other-languages
32911,Attention,language-learning,other-languages
32912,Personal Advertisement,language-learning,other-languages
32913,Language Learning,language-learning,other-languages
32916,Eating,language-learning,other-languages
32917,Culture,language-learning,other-languages
32923,Telephone Number,language-learning,other-languages
32925,Home Directory,language-learning,other-languages
32927,One Health,language-learning,other-languages
32929,Home,language-learning,other-languages
32931,Numbers (Spreadsheet),language-learning,other-languages
32932,Principle,language-learning,other-languages
32933,Planning,language-learning,other-languages
32936,Booking,language-learning,other-languages
32937,Hotel,language-learning,other-languages
32942,Bible,language-learning,other-languages
32943,Sign Language,language-learning,other-languages
32945,Exercise,language-learning,other-languages
32946,Presentation,language-learning,other-languages
32947,Fee,language-learning,other-languages
32948,American Sign Language,language-learning,other-languages
32951,Mathematics,language-learning,other-languages
32952,Project,language-learning,other-languages
32956,Online Machine Learning,language-learning,other-languages
32961,Online Learning,language-learning,other-languages
32962,Learning Disability,language-learning,other-languages
32965,Machine Learning,language-learning,other-languages
32966,Flow-Matic,language-learning,other-languages
32968,Null Route,language-learning,other-languages
32978,Oral Communication,language-learning,other-languages
32983,Human Learning,language-learning,other-languages
32984,Family,language-learning,other-languages
32986,Adjective,language-learning,other-languages
32989,Market (Economics),language-learning,other-languages
32990,Microsoft Excel,language-learning,other-languages
32993,Time Management,language-learning,other-languages
32994,Perfect Tenses,language-learning,other-languages
32995,Unos (Operating System),language-learning,other-languages
32999,Teaching,language-learning,other-languages
33002,Indirect Self-Reference,language-learning,other-languages
33004,English Language,language-learning,other-languages
33009,Credentialing,language-learning,other-languages
33014,Stemming,language-learning,other-languages
33018,Essay Writing,language-learning,other-languages
33024,Microsoft Project,language-learning,other-languages
33026,Translation,language-learning,other-languages
33030,Marketing,language-learning,other-languages
33031,Interview,language-learning,other-languages
33032,Recruitment,language-learning,other-languages
33034,Business Writing,language-learning,other-languages
33035,Customer Service,language-learning,other-languages
33040,Lecture,language-learning,other-languages
33043,Korean Language,language-learning,other-languages
33050,Analysis,language-learning,other-languages
33051,Phonetics,language-learning,other-languages
33052,Phonology,language-learning,other-languages
33053,Language Acquisition,language-learning,other-languages
33054,Neurolinguistics,language-learning,other-languages
33055,Linguistics,language-learning,other-languages
33056,Pragmatics,language-learning,other-languages
33058,C*,language-learning,other-languages
33063,Editing,language-learning,other-languages
33064,Global,language-learning,other-languages
33065,Accuracy And Precision,language-learning,other-languages
33067,Coma,language-learning,other-languages
33068,Expression Problem,language-learning,other-languages
33070,Escape Character,language-learning,other-languages
33071,Cjk Characters,language-learning,other-languages
33074,English Grammar,language-learning,other-languages
33077,Stroke,language-learning,other-languages
33080,Adobe Air,language-learning,other-languages
33081,Demos,language-learning,other-languages
33082,Materials,language-learning,other-languages
33083,Blood,language-learning,other-languages
33084,Human Error Assessment And Reduction Technique,language-learning,other-languages
33085,Apache Pig,language-learning,other-languages
33087,Gold,language-learning,other-languages
33092,Coffee (Cinema 4D),language-learning,other-languages
33093,Chinese Basic,language-learning,other-languages
33101,Mother,language-learning,other-languages
33102,Semantics,language-learning,other-languages
33103,Corpus Linguistics,language-learning,other-languages
33104,Metaphor And Metonymy,language-learning,other-languages
33106,Corpora,language-learning,other-languages
33108,Categorization,language-learning,other-languages
33109,Lexicon,language-learning,other-languages
33112,Peering,language-learning,other-languages
33114,Russian,language-learning,other-languages
33115,Interpreting Notes,language-learning,other-languages
33116,Corpus Linguists,language-learning,other-languages
33117,Metalinguistics,language-learning,other-languages
33118,Foreign Language Anxiety,language-learning,other-languages
33119,Formal Language,language-learning,other-languages
33120,Lexico,language-learning,other-languages
33122,Copybook (Education),language-learning,other-languages
33123,Linguists,language-learning,other-languages
33124,C Dynamic Memory Allocation,language-learning,other-languages
33125,Process,language-learning,other-languages
33128,Foot,language-learning,other-languages
33134,Rocinha,language-learning,other-languages
