title,company,country,date_posted,description,indeed_skills,skills
"Assembly Equipment Technician (Post Encapsulation- Laser Mark, Solder Ball Attach)",Micron,Malaysia,2021-02-11,"Micron’s vision is to transform how the world uses information to enrich life for all. Join an inclusive team focused on one thing: using our expertise in the relentless pursuit of innovation for customers and partners. The solutions we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Req. ID: 267221Performs electrical or mechanical troubleshooting to determine equipment problems in manufacturing process. Dismantles, adjusts, repairs and assembles equipment according to layout plans, blueprints, operating or repair manuals. Perform equipment modifications as directed by engineers. Perform periodic basic equipment preventive/predictive maintenance & Perform daily/weekly equipment critical parameters inspection. Ensure zero defect products by ensuring proper equipment setup & buyoffResponsibilities and Tasks:Bring up equipment in an efficient manner and minimum downtimeOperate and maintain equipmentApply problem solving technique by available tools and resources to solve problemPerform routine equipment health check / conversion as definedRequirements:Diploma in Mechanical, Mechatronics, Electrical & ElectronicsGood communication and interpersonal skills with a strong interest in working in a dynamic environmentKnowledge in Post Encapsulation (Laser Mark, Solder Ball Attach) with 3 years’ experience in Semiconductor Manufacturing will be added advantages.Strong Performer, Fast Learner, independent and highly motivatedCapability of analyzing data and problem solvingAbout Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visit micron.com/careersAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Micron prohibits the use of child labor and complies with all applicable laws, rules, regulations and other international and industry labor standards.Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron’s Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing our General Contact FormKeywords: Batu Kawan || Pulau Pinang (MY-07) || Malaysia (MY) || Backend Manufacturing || Experienced || Regular || Manufacturing/Production Operations || #LI-MP3 || Tier 3 ||","'Golang', 'C', 'R'","['Apache Spark', 'Artificial Intelligence (AI)', 'Assembly', 'Automotive', 'Autonomous Vehicle', 'Communication', 'Human Resource (HR)', 'Innovation', 'Leadership', 'Machine Learning', 'Manufacturing', 'Market', 'Mechatronics', 'Networking', 'Neural Network', 'Problem Solving', 'Repair', 'Semiconductors', 'Sustainability', 'Trade', 'Transformer', 'Virtual Reality (VR)']"
Assembly Equipment Engineer,Micron Semiconductor Asia Operations Pte. Ltd,Malaysia,2021-02-13,"Micron's vision is to transform how the world uses information to enrich life for all.Join an inclusive team focused on one thing: using our expertise in the relentless pursuit of innovation for customers and partners. The solutions we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Req. ID: 262601As a Post Encap Equipment Engineer, you will be oversees the installation, modification, upgrade and maintenance of manufacturing equipment including studies equipment performance and reliability to ensure production equipment is in control and quality of product is meeting expectation; sustaining and improving key performance indices of the equipment through continuous improvement activities; reducing cost through qualifying 2nd source; ensuring effective and efficient equipment risk management strategy; continuous develop new capabilities ahead of needs.Responsibilities and Tasks:Implement Preventive/Predictive maintenance programDevelop equipment maintenance specificationMonitor equipment performance key indicators and responsible to meet expectationProvide necessary production supportEstablish spare inventory system for key equipmentMonitor spare cost and drive down liabilities of spare inventoriesWork with Purchasing to identify critical suppliers and develop 2nd sourcing strategyIdentify the key cost drivers and work on cost reduction programsDefine, develop and maintain equipment capabilities, strategy and roadmapMaintaining a matrix on equipment capabilities and constraintsWork with equipment suppliers to develop new material / capabilitiesRegularly conduct equipment benchmarking exerciseWork with equipment suppliers to develop new capabilityWork with Package Development team to establish production capabilities for new productsRequirements:Master / Degree in Mechanical, Mechatronics, Electrical & Electronics or related EngineeringFresh graduates are encourage to apply.Knowledge inmarking, ball attach, reflow, trim & form, singulation will be added advantages.Excellent interpersonal, communication and leadership skill with an extremely positive attitude towards working as a team.Broad technical knowledge in problem solving analytical skill & lead an engineering team through innovative process implementation (FMEA, DOE, FDC/APC, DATA ANALYSIS)Self-motivated, possess initiative and ability to work independentlyTeam player with good communication and interpersonal skillsAbout Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visitAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Micron prohibits the use of child labor and complies with all applicable laws, rules, regulations and other international and industry labor standards.Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron's Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing ourKeywords: Muar || Johor (MY-01) || Malaysia (MY) || Backend Manufacturing || Experienced || Regular || Engineering || #LI-LT1 ||Tier 3||","'Excel', 'C', 'R'","['Analytical', 'Apache Spark', 'Artificial Intelligence (AI)', 'Assembly', 'Automotive', 'Autonomous Vehicle', 'Benchmarking', 'Communication', 'Data Analysis', 'Electronics', 'Human Resource (HR)', 'Innovation', 'Leadership', 'Machine Learning', 'Manufacturing', 'Market', 'Mechatronics', 'Networking', 'Neural Network', 'Problem Solving', 'Risk Management', 'Sustainability', 'Trade', 'Transformer', 'Urban Engineering', 'Virtual Reality (VR)']"
Machine Learning Engineer - Flexible Office Homeoffice Remote,Stirah,Philippines,2021-02-15,"We are looking for a Machine Learning Engineer to help us create artificial intelligence products.Machine Learning Engineer Responsibilities include creating machine learning models and retraining systems.To do this job successfully, you need exceptional skills in statistics and programming.If you also have knowledge of data science and software engineering, we’d like to meet you.Your ultimate goal will be to shape and build efficient self-learning applications.ResponsibilitiesDesign machine learning systemsStudy and transform data science prototypesResearch and implement appropriate Machine Learning algorithms and toolsDevelop machine learning applications according to RequirementsKeep abreast of developments in the fieldRequirementsDeep knowledge of math, probability, statistics and algorithmsUnderstanding of data structures, data modeling and software architectureExcellent communication skillsFamiliarity with machine learning frameworks and librariesOutstanding analytical and problem-solving skills","'Machine Learning', 'Excel', 'R'","['Analytical', 'Artificial Intelligence (AI)', 'Azure Machine Learning', 'Communication', 'Data Modelling', 'Data Science', 'Data Structure', 'Machine Learning Algorithm', 'Probability', 'Problem Solving', 'Programming', 'Software Architecture', 'Software Engineering', 'Statistics', 'Transformer']"
Natural Language Processing Engineer - Flexible Office Homeoffice Remote,Stirah,Philippines,2021-02-15,"We are looking for a Natural Language Processing Engineer to help us improve our NLP products and create new NLP applications.NLP Engineer Responsibilities include transforming natural language data into useful features using NLP techniques to feed classification algorithms.To succeed in this role, you should possess outstanding skills in statistical analysis, machine learning methods and text representation techniques.Your ultimate goal is to develop efficient self-learning NLP applications.ResponsibilitiesDesign NLP applicationsStudy and transform data science prototypesDevelop NLP systems according to RequirementsUse effective text representations to transform natural language into useful featuresFind and implement the right algorithms and tools for NLP tasksRequirementsAbility to effectively design software architectureUnderstanding of NLP techniques for text representation, semantic extraction techniques, data structures and modelingExperience with machine learning frameworks and librariesAn analytical mind with problem-solving abilitiesStrong communication skills","'Natural Language Processing', 'R'","['Algorithm', 'Analytical', 'Classification', 'Communication', 'Data Science', 'Data Structure', 'Design', 'Machine Learning', 'Natural Language Processing (NLP)', 'Presentation', 'Problem Solving', 'Semantics', 'Software Architecture', 'Statistical Analysis', 'Transformer']"
Robotics Engineering Technician,Stirah,Philippines,2021-02-15,Job Context & DutiesRead assembly drawingsPerform test runMonitor machine operationsRecord test dataLiaise with engineersQualifications and experience requiredStrong motivation and open and positive attitudeAccuracy and attention to detailsAbility to work effectively in an international or multi-cultural environmentOpenness and interest in learning and developingExcellent time management and organisational skills,"'Excel', 'R', 'C'","['Assembly', 'Engineering', 'Organizational Skill', 'Robotics', 'Time Management']"
Machine Learning Engineer - Flexible Office Homeoffice Remote,Stirah,Indonesia,2021-02-15,"We are looking for a Machine Learning Engineer to help us create artificial intelligence products.Machine Learning Engineer Responsibilities include creating machine learning models and retraining systems.To do this job successfully, you need exceptional skills in statistics and programming.If you also have knowledge of data science and software engineering, we’d like to meet you.Your ultimate goal will be to shape and build efficient self-learning applications.ResponsibilitiesDesign machine learning systemsStudy and transform data science prototypesResearch and implement appropriate Machine Learning algorithms and toolsDevelop machine learning applications according to RequirementsKeep abreast of developments in the fieldRequirementsDeep knowledge of math, probability, statistics and algorithmsUnderstanding of data structures, data modeling and software architectureExcellent communication skillsFamiliarity with machine learning frameworks and librariesOutstanding analytical and problem-solving skills","'R', 'Machine Learning', 'Excel'","['Analytical', 'Artificial Intelligence (AI)', 'Azure Machine Learning', 'Communication', 'Data Modelling', 'Data Science', 'Data Structure', 'Machine Learning Algorithm', 'Probability', 'Problem Solving', 'Programming', 'Software Architecture', 'Software Engineering', 'Statistics', 'Transformer']"
Natural Language Processing Engineer - Flexible Office Homeoffice Remote,Stirah,Indonesia,2021-02-15,"We are looking for a Natural Language Processing Engineer to help us improve our NLP products and create new NLP applications.NLP Engineer Responsibilities include transforming natural language data into useful features using NLP techniques to feed classification algorithms.To succeed in this role, you should possess outstanding skills in statistical analysis, machine learning methods and text representation techniques.Your ultimate goal is to develop efficient self-learning NLP applications.ResponsibilitiesDesign NLP applicationsStudy and transform data science prototypesDevelop NLP systems according to RequirementsUse effective text representations to transform natural language into useful featuresFind and implement the right algorithms and tools for NLP tasksRequirementsAbility to effectively design software architectureUnderstanding of NLP techniques for text representation, semantic extraction techniques, data structures and modelingExperience with machine learning frameworks and librariesAn analytical mind with problem-solving abilitiesStrong communication skills","'R', 'Natural Language Processing'","['Algorithm', 'Analytical', 'Classification', 'Communication', 'Data Science', 'Data Structure', 'Design', 'Machine Learning', 'Natural Language Processing (NLP)', 'Presentation', 'Problem Solving', 'Semantics', 'Software Architecture', 'Statistical Analysis', 'Transformer']"
Risk Management Specialist (Trust and Safety)...,Tokopedia,Indonesia,2021-02-11,"Job DescriptionGathering requirements for both new and existing features from all related stakeholders.Defining product vision of the new features or improvements of existing features.Provide detailed documentation of any new / existing features.Communicate the product vision to all related stakeholders.Making sure all features are free of critical bugs before being used.Debugging any issue related to the existing features, working closely with the engineers.Ensure the product (features) supports the company's overall strategy and goals.RequirementsBachelor's Degree (S1) related to IT and Information Systems, Social Science, Economic, or have min have 2 years experience on product management.Ideally prior work or project experience of managing multiple stakeholders. You will work across nearly every department and across government. That means partnering with members of our legal, operations, public policy, product management, and engineering teams to solve problems and develop innovative ways to combat harmful content.Trust and Safety team members develop and explore new ways to keep our community safe – from shaping policy, to developing cutting-edge machine learning tools, and supporting the Tokopedia community.Keep balanced between business and the policy. Understand and able preparation data from SQL and excellent for analysis and presentation.Willing to collaborate with the expert and able to make it happen make it better.","'R', 'SQL', 'C'","['Analysis', 'Debugging', 'Documentation', 'Economics', 'Engineering', 'Information System', 'Information Technology (IT)', 'Machine Learning', 'Presentation', 'Product Management', 'Public Policy', 'Risk Management', 'Structured Query Language (SQL)']"
Robotics Engineering Technician,Stirah,Indonesia,2021-02-15,Job Context & DutiesRead assembly drawingsPerform test runMonitor machine operationsRecord test dataLiaise with engineersQualifications and experience requiredStrong motivation and open and positive attitudeAccuracy and attention to detailsAbility to work effectively in an international or multi-cultural environmentOpenness and interest in learning and developingExcellent time management and organisational skills,"'R', 'C', 'Excel'","['Assembly', 'Engineering', 'Organizational Skill', 'Robotics', 'Time Management']"
Natural Language Processing Engineer - Jakarta,Stirah,Indonesia,2021-02-15,"This job is flexible. You can work remote from home in your homeoffice.We are looking for a Natural Language Processing Engineer to help us improve our NLP products and create new NLP applications.NLP Engineer Responsibilities include transforming natural language data into useful features using NLP techniques to feed classification algorithms.To succeed in this role, you should possess outstanding skills in statistical analysis, machine learning methods and text representation techniques.Your ultimate goal is to develop efficient self-learning NLP applications.ResponsibilitiesDesign NLP applicationsStudy and transform data science prototypesDevelop NLP systems according to RequirementsUse effective text representations to transform natural language into useful featuresFind and implement the right algorithms and tools for NLP tasksRequirementsAbility to effectively design software architectureUnderstanding of NLP techniques for text representation, semantic extraction techniques, data structures and modelingExperience with machine learning frameworks and librariesAn analytical mind with problem-solving abilitiesStrong communication skills","'R', 'Natural Language Processing'","['Algorithm', 'Analytical', 'Classification', 'Communication', 'Data Science', 'Data Structure', 'Design', 'Machine Learning', 'Natural Language Processing (NLP)', 'Presentation', 'Problem Solving', 'Semantics', 'Software Architecture', 'Statistical Analysis', 'Transformer']"
PRODUCTION MAINTENANCE ENGINEER,ROHM Electronics Philippines Inc.,Philippines,2021-02-12,"Job Description: Performs set up, troubleshooting and preventive maintenance of production machines.Conducts evaluation to improve performance and achieve optimum efficiency of machines and equipment.Supports Production Group and maintains close collaboration with other Business Units to achieve production output.Qualification: Candidate must possess at least a Bachelor’s/College Degree in Mechanical Engineering or equivalent.Strong analytical and problem solving skillsPreferred skills/specialization: Machine Maintenance/RepairFresh graduates are welcome to applyWhat we offer: Permanent/Regular EmploymentShuttle Service, Meal Allowance, Rice Subsidy, Life and Medical Insurance, Uniform, SL/VL, Bonus, Tokens and other IncentivesLearning & Development Programs, Healthy and Great Place to Work EnvironmentJob Types: Full-time, PermanentSalary: Php1,000.00 - Php15,000.00 per monthBenefits:Additional leaveFree parkingHealth insuranceLife insuranceOn-site parkingPaid trainingSupplemental Pay:13th month salaryOvertime pay","'R', 'C', 'PHP'","['Analytical', 'Collaboration', 'Insurance', 'Mechanical Engineering', 'Problem Solving']"
Design Engineering (Professional & Lighting) Internships 2021 - Malaysia,Dyson,Malaysia,2021-02-10,"About usResearch, Design and Development (RDD) is Dyson's engine room. It’s where our engineers challenge convention, build, test, fail, refine, and then fail again - all to invent technology that solves problems that others ignore.Join us as an intern and from day one you’ll be assigned to a live project with the chance to have a meaningful impact on the evolution of Dyson technology.About the roleWhether you join us for an Industrial training or a 3 month summer internship, you’ll be assigned to a project team from day one. You’ll be expected to hit the ground running on one of Dyson’s many live projects in the Professional & Lightings category. Working as part of a larger project team, you’ll have your own set of project deliverables and the chance to take ownership of how these are achieved.Some of your tasks could include:Developing mechanical parts, assemblies and systems from concept to productionDeveloping and validating mechanical designs that meet specification requirementsConceptualizing, developing and detailing ideas for future mechanical partsDesigning experiments and necessary rigs/fixtures for component and system characterization and validation.Working with engineers and scientists/technical experts across a broad range of disciplines, you’ll be comfortable learning from others, but also sharing your own knowledge, ideas and opinions.We’ll support you with a development framework designed to help you make the most of your internship.About youOur internships are competitive and delivering the next generation of Dyson technology is tough, so you’ll need to:On track for 2nd upper class honours or above and be studying towards a Mechanical, Aerospace, Design Engineering, Mechatronics or related disciplineAble to commit for at least 12 weeks and graduating in August 2022Able to evidence how you have applied your technical knowledge to solve problems, either through your internship, university projects or as part of your extra-curricular activitiesHappy to build your own networks to learn from the technical expertise around youCreative in your approach to problem solving to ensure our machines are betterPassionate about Dyson and our technology to help us meet our ambitious future plansAbove all, you’ll want to play a key part in bringing the next generation of Dyson technology to the world.For your application to be considered, you are required to upload the following documents together with your online application:Detailed resume with expected year of graduationUpdated academic transcript / degree auditPlease note that you should only apply to one internship position as multiple applications will delay the selection process. We will consider you for other internship roles should you have the relevant skillset or experience.Shortlisted candidates will undergo our early careers recruitment and selection process which could include digital assessments and on-site interviews.BenefitsProfessional growth, leadership development and new opportunities abound, driven by regular reviews and dynamic workshops. And with a vibrant culture, the latest devices and a relaxed dress code reflecting our engineering spirit, it’s an exciting team environment geared to fueling and realizing ambition.Interview guidanceWe are following the government guidelines regarding COVID19. At this time all interviews will be conducted via video or telephone. We’re taking these precautionary measures to protect both our employee and candidate wellbeing. Our Talent Acquisition team will work with you and provide further information as appropriate.Closing date: 05 March 2021","'C', 'R'","['Aerospace', 'Closing', 'Design', 'Engineering', 'Leadership Development', 'Mechatronics', 'Network', 'Play', 'Problem Solving', 'Selection', 'Training', 'Video', 'Web Development Framework']"
"Assembly Equipment Technician (Post Encapsulation- Laser Mark, Solder Ball Attach)",Micron Semiconductor Asia Operations Pte. Ltd,Malaysia,2021-02-13,"Micron's vision is to transform how the world uses information to enrich life for all.Join an inclusive team focused on one thing: using our expertise in the relentless pursuit of innovation for customers and partners. The solutions we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Req. ID: 267221Performs electrical or mechanical troubleshooting to determine equipment problems in manufacturing process. Dismantles, adjusts, repairs and assembles equipment according to layout plans, blueprints, operating or repair manuals. Perform equipment modifications as directed by engineers. Perform periodic basic equipment preventive/predictive maintenance & Perform daily/weekly equipment critical parameters inspection. Ensure zero defect products by ensuring proper equipment setup & buyoffResponsibilities and Tasks:Bring up equipment in an efficient manner and minimum downtimeOperate and maintain equipmentApply problem solving technique by available tools and resources to solve problemPerform routine equipment health check / conversion as definedRequirements:Diploma in Mechanical, Mechatronics, Electrical & ElectronicsGood communication and interpersonal skills with a strong interest in working in a dynamic environmentKnowledge in Post Encapsulation (Laser Mark, Solder Ball Attach) with 3 years' experience in Semiconductor Manufacturing will be added advantages.Strong Performer, Fast Learner, independent and highly motivatedCapability of analyzing data and problem solvingAbout Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visitAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Micron prohibits the use of child labor and complies with all applicable laws, rules, regulations and other international and industry labor standards.Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron's Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing ourKeywords: Batu Kawan || Pulau Pinang (MY-07) || Malaysia (MY) || Backend Manufacturing || Experienced || Regular || Manufacturing/Production Operations || #LI-MP3 ||Tier 3||","'Golang', 'C', 'R'","['Apache Spark', 'Artificial Intelligence (AI)', 'Assembly', 'Automotive', 'Autonomous Vehicle', 'Communication', 'Human Resource (HR)', 'Innovation', 'Leadership', 'Machine Learning', 'Manufacturing', 'Market', 'Mechatronics', 'Networking', 'Neural Network', 'Problem Solving', 'Repair', 'Semiconductors', 'Sustainability', 'Trade', 'Transformer', 'Virtual Reality (VR)']"
NTI NAND Photolithography Process Development Engineer 1,Micron,Singapore,2021-02-12,"Micron’s vision is to transform how the world uses information to enrich life for all. Join an inclusive team focused on one thing: using our expertise in the relentless pursuit of innovation for customers and partners. The solutions we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Req. ID: 264270DescriptionAs a NAND Photolithography Process Development Engineer in the NAND Technology Integration (NTI) at Micron Technology Inc., you will be responsible for rapid deployment of innovative NAND process technologies, drive development efforts prior to device ramp, define & execute effective actions to enable solutions required to hit key milestones & achieve the required performance within timelines. As an Process Development Photolithography Engineer, you will work with Micron engineers, technology partners and vendors to develop and improve unit processes and be part of cross-functional teams.Your responsibilities will include, but are not limited to, the following:o Advanced process development tasks such as performing material evaluations, imaging process window analysis, improvements using reticle, layout, OPC improvements & Overlay optimization, in 3D NAND technology.o Troubleshoot processes as part of cross-functional teams driving yield and quality improvement. Be independent and have high initiative to pick up and own areas of improvement. Be comfortable with co-owning areas of improvement with other Fabs and TD teams.o Participate with other Fab photo team peers on technology choices for the upcoming nodes and able to translate future technology device needs into clear process requirements.o Identify disruptive processes early on and work with Fabs to identify viable path forward.o Identify process simplification opportunities and drive cross functional teams in implementationo Incorporate best known manufacturing methods into early development phase of upcoming nodes.Successful candidates for this position will have:o Bachelor/Masters/PhD in Electrical & Electronics, Chemical, Materials Engineering.o Understanding of optics including the principles and application of immersion lithography, polarized illumination.o Experience with chemical process specific to lithography, including materials for 365, 248, and 193nm lithography.o Experience with lithography simulation software and application to low k1 imaging is an added advantage.o Understanding of metrology principles, techniques, challenges and methodologies.o Strong aptitude for technology development and ability to create production-worthy technologies.o Ability to develop and maintain relations with cross-functional teams and vendors.o Strong communication skills (written, verbal and presentation).o Proficient in statistics, data analysis, Design of Experiments (DOE) and comfortable with analysis software tools.o Ability to travel to US TD site for few months to engage in collaborative R&D work.GJS : E2 to E5Working location : Fab10N, 1 North Coast Drive, Singapore 757432About Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visit micron.com/careersAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Micron prohibits the use of child labor and complies with all applicable laws, rules, regulations and other international and industry labor standards.Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron’s Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing our General Contact FormKeywords: Singapore || North West (SG-03) || Singapore (SG) || Technology Development || Experienced || Regular || Engineering || #LI-MH2 || Tier 3 ||","'C', 'JavaScript', 'R'","['Apache Spark', 'Artificial Intelligence (AI)', 'Automotive', 'Autonomous Vehicle', 'Biomaterials Engineering', 'Chemical Processing', 'Communication', 'Design', 'Electronics', 'Engineering Technology', 'Human Resource (HR)', 'Innovation', 'Leadership', 'Machine Learning', 'Manufacturing', 'Market', 'Materials Engineering', 'Meteorology', 'Metrology', 'Networking', 'Neural Network', 'Optics', 'Presentation', 'Research and Development (R&D)', 'Software Tool', 'Statistical Data Analysis', 'Statistics', 'Sustainability', 'Temporal Difference (TD) Learning', 'Trade', 'Transformer', 'Virtual Reality (VR)', 'Windows']"
Product Development Engineer 1 (Device Analysis),AMD,Singapore,2021-02-08,"What you do at AMD changes everythingAt AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks for gaming, immersive platforms, and the data center.Developing great technology takes more than talent: it takes amazing people who understand collaboration, respect, and who will go the ""extra mile"" to achieve unthinkable results. It takes people who have the passion and desire to disrupt the status quo, push boundaries, deliver innovation, and change the world. If you have this type of passion, we invite you to take a look at the opportunities available to come join our team.PRODUCT DEVELOPMENT ENGINEER 2KEY RESPONSIBILITIES:The position focuses on the device analysis of advanced microprocessors and graphics processors based on 7nm & FINFET and below technologies.Perform comprehensive failure analysis including transistor nano-probing, electrical characterization using AFM, Electron Microscopy and Material Analysis.Develop advanced FA techniques to tackle latest FINFET technology and Multi-core products.Explore use of Machine learning / AI for Device Analysis applications.Work in deep collaboration with AMD World-wide Design, Product, Reliability and Foundry Engineering teams to resolve complex new product bring-up, yield and reliability issues.Work closely with Scientific Instruments manufacturers, Universities and Research Institutes to develop new and innovative failure analysis tools and techniques.To provide inputs on technical roadmap to tackle advancing process technology nodes.PREFERRED EXPERIENCE:Able to work in 12hrs alternate 4days / 3days a week night shift. Attractive allowance provided.Candidate should possess a fundamental understanding of device physics.A strong background in saemiconductor wafer processing and materials characterization is preferred.An ability to perform basic tool troubleshooting and interact with vendor to resolve tool issues.Able to work with cross-department and global teams.Candidates with experience in fabless semiconductor and wafer fabs are highly preferred.ACADEMIC CREDENTIALS:B.Eng, M.Eng in Electrical Engineering, Microelectronics, Materials Engineering and related fields.LOCATION:SingaporeAMD does not accept unsolicited resumes from headhunters, recruitment agencies or fee based recruitment services. AMD and its subsidiaries are equal opportunity employers and will consider all applicants without regard to race, marital status, sex, age, color, religion, national origin, veteran status, disability or any other characteristic protected by law. EOE/MFDV#LI-JV1What you do at AMD changes everythingAt AMD, we push the boundaries of what is possible. We believe in changing the world for the better by driving innovation in high-performance computing, graphics, and visualization technologies – building blocks","'C', 'Artificial Intelligence', 'R'","['Analysis', 'Artificial Intelligence (AI)', 'Biomaterials Engineering', 'Collaboration', 'Computing', 'Design', 'Electrical Engineering', 'Electronic Engineering', 'Golang', 'Innovation', 'Law', 'Machine Learning', 'Materials Engineering', 'Physics', 'Platform', 'Processing', 'Processor', 'Product Development', 'Product Liability', 'Research', 'Semiconductors', 'Visualization']"
